Wavelength,AAB_4-ATP^10-15M_C2_M3_I1
1577.90933588288,100.96575809352078
1576.99261392355,97.56584324838045
1576.07573511337,100.95159246381508
1575.15869941752,115.18373288417688
1574.24150680117,133.31692519684756
1573.32415722949,144.5651271285523
1572.40665066761,151.32971816163075
1571.48898708068,160.31361999903027
1570.57116643381,167.41215254998758
1569.65318869213,170.37633635495433
1568.73505382074,173.61448326465143
1567.81676178474,175.05922292179244
1566.8983125492,173.41306023077425
1565.97970607919,173.71222184220775
1565.06094233979,171.9212413125587
1564.14202129603,160.3856354940505
1563.22294291297,143.7612349500713
1562.30370715562,127.99180182646522
1561.38431398901,111.11875736868454
1560.46476337814,94.16568001274287
1559.54505528801,81.81083195111137
1558.62518968361,72.61755748380669
1557.7051665299,63.166308902156906
1556.78498579186,54.803415960937954
1555.86464743444,49.336360610580215
1554.94415142257,47.234606433234056
1554.02349772119,49.2930363388712
1553.10268629522,54.947382917250586
1552.18171710957,59.4820063332903
1551.26059012914,57.18707646341497
1550.33930531881,53.949436978267414
1549.41786264347,62.08521471547766
1548.49626206798,78.39296338697665
1547.57450355719,93.08475725797645
1546.65258707595,106.82786683676926
1545.73051258909,120.36053988326154
1544.80828006143,132.9945321376587
1543.8858894578,146.13188617495484
1542.96334074298,155.7574833082503
1542.04063388176,160.91732588388197
1541.11776883894,166.27366606098542
1540.19474557926,167.80258217769128
1539.2715640675,161.95049971660615
1538.34822426839,156.72339790124983
1537.42472614668,154.98938584968454
1536.50106966708,149.14184349444773
1535.57725479432,136.53712796674589
1534.65328149309,122.12434838608053
1533.72914972808,108.49246623032278
1532.80485946397,92.01178115089185
1531.88041066545,72.46739886803533
1530.95580329715,59.40290663429336
1530.03103732374,55.27336783724737
1529.10611270984,49.7378390443968
1528.18102942009,43.058442996427374
1527.2557874191,45.29863082806876
1526.33038667147,54.51177386164258
1525.40482714179,63.50059715276146
