#Wave,#Intensity17
1126.970869,8599
1125.976222,8580
1124.9814,8462
1123.986403,8386
1122.991232,8515
1121.995886,8421
1121.000365,8415
1120.00467,8402
1119.0088,8414
1118.012755,8401
1117.016536,8344
1116.020141,8325
1115.023571,8324
1114.026827,8452
1113.029908,8257
1112.032813,8342
1111.035544,8402
1110.038099,8261
1109.040479,8336
1108.042684,8275
1107.044714,8299
1106.046568,8227
1105.048247,8341
1104.049751,8350
1103.051079,8485
1102.052232,8355
1101.053209,8396
1100.054011,8355
1099.054637,8384
1098.055088,8380
1097.055363,8447
1096.055462,8553
1095.055386,8430
1094.055134,8449
1093.054706,8542
1092.054102,8452
1091.053322,8515
1090.052366,8547
1089.051235,8420
1088.049927,8448
1087.048443,8526
1086.046783,8642
1085.044947,8688
1084.042935,8755
1083.040747,8908
1082.038382,8922
1081.035841,9006
1080.033124,8934
1079.03023,9167
1078.02716,9125
1077.023913,9125
1076.02049,9219
1075.016891,9059
1074.013114,9067
1073.009161,9186
1072.005032,9004
1071.000726,8922
1069.996243,8884
1068.991583,8977
1067.986746,8988
1066.981733,8678
1065.976542,8626
1064.971175,8540
1063.96563,8526
1062.959909,8554
1061.95401,8425
1060.947934,8293
1059.941682,8251
1058.935251,8237
1057.928644,8367
1056.92186,8396
1055.914898,8259
1054.907758,8400
1053.900442,8164
1052.892947,8274
1051.885276,8133
1050.877426,8092
1049.8694,8154
1048.861195,8123
1047.852813,7949
1046.844253,8051
1045.835516,8116
1044.8266,8085
1043.817507,8063
1042.808236,8129
1041.798787,8113
1040.78916,7995
1039.779355,8102
1038.769372,8134
1037.759211,8183
1036.748872,8200
1035.738355,7918
1034.72766,7965
1033.716786,8048
1032.705734,7992
1031.694503,8157
1030.683095,7988
1029.671508,7950
1028.659742,8042
1027.647798,8126
1026.635675,8132
1025.623374,8118
1024.610894,8048
1023.598236,7939
1022.585399,7893
1021.572383,8093
1020.559188,8114
1019.545814,8029
1018.532262,8070
1017.518531,8025
1016.504621,8001
1015.490531,8102
1014.476263,8026
1013.461816,8078
1012.447189,8079
1011.432383,7934
1010.417399,8006
1009.402235,8214
1008.386891,8205
1007.371368,7997
1006.355666,8218
1005.339785,8086
1004.323724,8219
1003.307483,8182
1002.291063,8164
1001.274464,8143
1000.257685,8106
999.2407258,7996
998.2235873,8092
997.2062689,8064
996.1887708,8192
995.1710929,8051
994.1532351,8088
993.1351974,8030
992.1169797,8120
991.098582,8011
990.0800042,7960
989.0612464,7990
988.0423085,8045
987.0231904,8103
986.003892,7952
984.9844134,8058
983.9647546,8069
982.9449153,7982
981.9248957,8089
980.9046957,7989
979.8843152,7909
978.8637542,8003
977.8430127,8003
976.8220905,7871
975.8009877,7993
974.7797043,7926
973.7582401,7903
972.7365952,7969
971.7147694,8012
970.6927628,7864
969.6705754,7945
968.6482069,7826
967.6256576,7977
966.6029272,8022
965.5800157,7757
964.5569231,7793
963.5336494,7835
962.5101945,7843
961.4865584,7873
960.462741,7785
959.4387423,7738
958.4145623,7888
957.3902008,7722
956.3656579,7884
955.3409335,7863
954.3160276,7908
953.2909401,7714
952.265671,7820
951.2402203,7800
950.2145878,7874
949.1887736,7843
948.1627777,7781
947.1365999,7807
946.1102402,7743
945.0836986,7738
944.0569751,7836
943.0300696,7677
942.002982,7693
940.9757123,7759
939.9482606,7599
938.9206266,7789
937.8928105,7728
936.8648121,7797
935.8366314,7759
934.8082683,7703
933.7797229,7704
932.750995,7830
931.7220847,7804
930.6929919,7744
929.6637165,7618
928.6342585,7782
927.6046179,7809
926.5747946,7773
925.5447886,7759
924.5145998,7675
923.4842282,7635
922.4536737,7789
921.4229363,7809
920.392016,7759
919.3609127,7751
918.3296264,7755
917.298157,7749
916.2665045,7763
915.2346689,7896
914.20265,7919
913.1704479,7885
912.1380626,7791
911.1054938,7704
910.0727418,7821
909.0398063,7787
908.0066873,7819
906.9733848,7728
905.9398988,7785
904.9062292,7699
903.872376,7792
902.8383391,7744
901.8041185,7634
900.7697141,7652
899.7351259,7643
898.7003538,7789
897.6653979,7813
896.630258,7680
895.5949342,7785
894.5594263,7676
893.5237344,7670
892.4878583,7713
891.4517981,7751
890.4155537,7663
889.3791251,7680
888.3425122,7678
887.305715,7686
886.2687333,7679
885.2315673,7669
884.1942168,7547
883.1566818,7596
882.1189623,7585
881.0810582,7529
880.0429694,7599
879.004696,7649
877.9662379,7573
876.9275949,7437
875.8887672,7573
874.8497547,7562
873.8105572,7571
872.7711748,7553
871.7316074,7386
870.691855,7521
869.6519176,7508
868.611795,7500
867.5714872,7603
866.5309943,7551
865.4903161,7420
864.4494526,7616
863.4084038,7472
862.3671696,7482
861.32575,7578
860.284145,7393
859.2423544,7395
858.2003783,7403
857.1582166,7420
856.1158692,7514
855.0733362,7376
854.0306174,7428
852.9877128,7372
851.9446225,7500
850.9013463,7403
849.8578842,7456
848.8142361,7529
847.770402,7354
846.726382,7445
845.6821758,7425
844.6377835,7411
843.593205,7454
