#Wave,#Intensity2
1850.989183,20333
1851.859054,20212
1852.728779,20313
1853.598357,20068
1854.467788,20467
1855.337073,20371
1856.206211,20222
1857.075203,20148
1857.944049,20066
1858.812748,20264
1859.681301,20268
1860.549708,20267
1861.417968,20214
1862.286083,20030
1863.154051,20071
1864.021873,20101
1864.889549,20412
1865.757078,20076
1866.624462,20465
1867.4917,20193
1868.358792,20051
1869.225737,19946
1870.092537,19981
1870.959191,20332
1871.825699,19888
1872.692062,20149
1873.558278,20082
1874.424349,19920
1875.290274,20185
1876.156053,19834
1877.021687,19916
1877.887175,20032
1878.752517,20167
1879.617714,19879
1880.482765,19989
1881.347671,19982
