#Wave,#Intensity
1238.42934893542,36494
1237.45433483149,36555
1236.47915073025,36564
1235.50379659277,36555
1234.52827238012,36740
1233.55257805332,36864
1232.5767135734,37043
1231.60067890138,36363
1230.62447399826,36469
1229.64809882504,36448
1228.67155334269,36574
1227.69483751217,36574
1226.71795129445,36626
1225.74089465047,36386
1224.76366754114,36312
1223.78626992739,36457
1222.80870177013,36516
1221.83096303024,36829
1220.8530536686,36816
1219.87497364608,36658
1218.89672292354,36736
1217.91830146182,36407
1216.93970922174,36911
1215.96094616413,36941
1214.98201224979,36845
1214.00290743951,36432
1213.02363169406,36524
1212.04418497423,36782
1211.06456724076,36811
1210.0847784544,36978
1209.10481857587,36648
1208.1246875659,36617
1207.14438538518,36494
1206.16391199442,36699
1205.18326735429,36977
1204.20245142545,37125
1203.22146416857,37179
1202.24030554429,37057
1201.25897551324,36938
1200.27747403603,36923
1199.29580107326,36818
1198.31395658554,37181
1197.33194053345,37275
1196.34975287754,37089
1195.36739357838,36800
1194.38486259651,36899
1193.40215989245,37161
1192.41928542673,37240
1191.43623915984,37514
1190.45302105229,37236
1189.46963106455,37314
1188.48606915708,37383
1187.50233529035,37648
1186.5184294248,37686
1185.53435152084,37622
1184.55010153892,37619
1183.56567943941,37217
1182.58108518272,37956
1181.59631872922,38168
1180.61138003929,38198
1179.62626907327,38247
1178.64098579151,38118
1177.65553015434,38323
1176.66990212206,38376
1175.68410165499,38692
1174.69812871342,39068
1173.71198325761,39165
1172.72566524784,38802
1171.73917464437,38862
1170.75251140743,39341
1169.76567549724,39531
1168.77866687402,39869
1167.79148549799,39529
1166.80413132931,39315
1165.81660432817,39291
1164.82890445474,39544
1163.84103166916,40134
1162.85298593158,40154
1161.86476720212,39841
1160.87637544089,39430
1159.887810608,39489
1158.89907266352,39399
1157.91016156754,39920
1156.92107728012,39883
1155.93181976131,39734
1154.94238897113,39543
1153.95278486964,39306
1152.96300741681,39424
1151.97305657267,39667
1150.98293229719,40158
1149.99263455034,39590
1149.0021632921,39059
1148.0115184824,38994
1147.02070008117,39549
1146.02970804835,39583
1145.03854234384,39471
1144.04720292753,39675
1143.05568975931,39218
1142.06400279906,39399
1141.07214200662,39677
1140.08010734184,39858
1139.08789876456,39879
1138.0955162346,39403
1137.10295971175,39508
1136.11022915582,39649
1135.11732452659,39641
1134.12424578382,39917
1133.13099288728,39638
1132.13756579669,39714
