file,record_group,sample_type,concentration_molar,replicate,accumulation,instrument,acquisition,provenance_status
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc4.csv,calibration_curve,4atp,1e-05,2,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc5.csv,calibration_curve,4atp,1e-05,2,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc1.csv,calibration_curve,4atp,1e-05,3,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc2.csv,calibration_curve,4atp,1e-05,3,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc3.csv,calibration_curve,4atp,1e-05,3,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc4.csv,calibration_curve,4atp,1e-05,3,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc5.csv,calibration_curve,4atp,1e-05,3,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc1.csv,calibration_curve,4atp,1e-15,1,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc2.csv,calibration_curve,4atp,1e-15,1,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc3.csv,calibration_curve,4atp,1e-15,1,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc4.csv,calibration_curve,4atp,1e-15,1,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc5.csv,calibration_curve,4atp,1e-15,1,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc1.csv,calibration_curve,4atp,1e-15,2,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc2.csv,calibration_curve,4atp,1e-15,2,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc3.csv,calibration_curve,4atp,1e-15,2,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc4.csv,calibration_curve,4atp,1e-15,2,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc5.csv,calibration_curve,4atp,1e-15,2,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc1.csv,calibration_curve,4atp,1e-15,3,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc2.csv,calibration_curve,4atp,1e-15,3,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc3.csv,calibration_curve,4atp,1e-15,3,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc4.csv,calibration_curve,4atp,1e-15,3,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc5.csv,calibration_curve,4atp,1e-15,3,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc1.csv,calibration_curve,4atp,0.001,1,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc2.csv,calibration_curve,4atp,0.001,1,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc3.csv,calibration_curve,4atp,0.001,1,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc4.csv,calibration_curve,4atp,0.001,1,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc5.csv,calibration_curve,4atp,0.001,1,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc1.csv,calibration_curve,4atp,0.001,2,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc2.csv,calibration_curve,4atp,0.001,2,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc3.csv,calibration_curve,4atp,0.001,2,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc4.csv,calibration_curve,4atp,0.001,2,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc5.csv,calibration_curve,4atp,0.001,2,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc1.csv,calibration_curve,4atp,0.001,3,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc2.csv,calibration_curve,4atp,0.001,3,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc3.csv,calibration_curve,4atp,0.001,3,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc4.csv,calibration_curve,4atp,0.001,3,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc5.csv,calibration_curve,4atp,0.001,3,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep1_acc1.csv,calibration_curve,4atp,1e-09,1,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep1_acc2.csv,calibration_curve,4atp,1e-09,1,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep1_acc3.csv,calibration_curve,4atp,1e-09,1,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep1_acc4.csv,calibration_curve,4atp,1e-09,1,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep1_acc5.csv,calibration_curve,4atp,1e-09,1,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep2_acc1.csv,calibration_curve,4atp,1e-09,2,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep2_acc2.csv,calibration_curve,4atp,1e-09,2,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep2_acc3.csv,calibration_curve,4atp,1e-09,2,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep2_acc4.csv,calibration_curve,4atp,1e-09,2,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep2_acc5.csv,calibration_curve,4atp,1e-09,2,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep3_acc1.csv,calibration_curve,4atp,1e-09,3,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep3_acc2.csv,calibration_curve,4atp,1e-09,3,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep3_acc3.csv,calibration_curve,4atp,1e-09,3,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep3_acc4.csv,calibration_curve,4atp,1e-09,3,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep3_acc5.csv,calibration_curve,4atp,1e-09,3,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep1_acc1.csv,calibration_curve,4atp,1e-12,1,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep1_acc2.csv,calibration_curve,4atp,1e-12,1,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep1_acc3.csv,calibration_curve,4atp,1e-12,1,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep1_acc4.csv,calibration_curve,4atp,1e-12,1,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep1_acc5.csv,calibration_curve,4atp,1e-12,1,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep2_acc1.csv,calibration_curve,4atp,1e-12,2,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep2_acc2.csv,calibration_curve,4atp,1e-12,2,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep2_acc3.csv,calibration_curve,4atp,1e-12,2,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep2_acc4.csv,calibration_curve,4atp,1e-12,2,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep2_acc5.csv,calibration_curve,4atp,1e-12,2,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep3_acc1.csv,calibration_curve,4atp,1e-12,3,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep3_acc2.csv,calibration_curve,4atp,1e-12,3,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep3_acc3.csv,calibration_curve,4atp,1e-12,3,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep3_acc4.csv,calibration_curve,4atp,1e-12,3,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1pM_rep3_acc5.csv,calibration_curve,4atp,1e-12,3,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep1_acc1.csv,calibration_curve,4atp,1e-06,1,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep1_acc2.csv,calibration_curve,4atp,1e-06,1,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep1_acc3.csv,calibration_curve,4atp,1e-06,1,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep1_acc4.csv,calibration_curve,4atp,1e-06,1,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep1_acc5.csv,calibration_curve,4atp,1e-06,1,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep2_acc1.csv,calibration_curve,4atp,1e-06,2,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep2_acc2.csv,calibration_curve,4atp,1e-06,2,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep2_acc3.csv,calibration_curve,4atp,1e-06,2,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep2_acc4.csv,calibration_curve,4atp,1e-06,2,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep2_acc5.csv,calibration_curve,4atp,1e-06,2,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep3_acc1.csv,calibration_curve,4atp,1e-06,3,1,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep3_acc2.csv,calibration_curve,4atp,1e-06,3,2,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep3_acc3.csv,calibration_curve,4atp,1e-06,3,3,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep3_acc4.csv,calibration_curve,4atp,1e-06,3,4,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1uM_rep3_acc5.csv,calibration_curve,4atp,1e-06,3,5,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc1.csv,calibration_curve,blank,,1,1,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc2.csv,calibration_curve,blank,,1,2,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc3.csv,calibration_curve,blank,,1,3,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc4.csv,calibration_curve,blank,,1,4,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc5.csv,calibration_curve,blank,,1,5,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc1.csv,calibration_curve,blank,,2,1,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc2.csv,calibration_curve,blank,,2,2,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc3.csv,calibration_curve,blank,,2,3,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc4.csv,calibration_curve,blank,,2,4,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc5.csv,calibration_curve,blank,,2,5,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc1.csv,calibration_curve,blank,,3,1,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc2.csv,calibration_curve,blank,,3,2,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc3.csv,calibration_curve,blank,,3,3,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc4.csv,calibration_curve,blank,,3,4,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc5.csv,calibration_curve,blank,,3,5,portable_raman,,provenance_conflict
data/quarantine/legacy_snapshot/Hand-held spectrometer calibration/060624_Si_original_file.csv,hand_held_spectrometer_calibration,silicon,,unresolved,expanded_column,portable_raman,,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep1_acc1.csv,optimisation_500_5_5_l,4atp,1e-13,1,1,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep1_acc2.csv,optimisation_500_5_5_l,4atp,1e-13,1,2,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep1_acc3.csv,optimisation_500_5_5_l,4atp,1e-13,1,3,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep1_acc4.csv,optimisation_500_5_5_l,4atp,1e-13,1,4,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep1_acc5.csv,optimisation_500_5_5_l,4atp,1e-13,1,5,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep2_acc1.csv,optimisation_500_5_5_l,4atp,1e-13,2,1,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep2_acc2.csv,optimisation_500_5_5_l,4atp,1e-13,2,2,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep2_acc3.csv,optimisation_500_5_5_l,4atp,1e-13,2,3,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep2_acc4.csv,optimisation_500_5_5_l,4atp,1e-13,2,4,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep2_acc5.csv,optimisation_500_5_5_l,4atp,1e-13,2,5,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep3_acc1.csv,optimisation_500_5_5_l,4atp,1e-13,3,1,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep3_acc2.csv,optimisation_500_5_5_l,4atp,1e-13,3,2,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep3_acc3.csv,optimisation_500_5_5_l,4atp,1e-13,3,3,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep3_acc4.csv,optimisation_500_5_5_l,4atp,1e-13,3,4,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100fM_rep3_acc5.csv,optimisation_500_5_5_l,4atp,1e-13,3,5,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep1_acc1.csv,optimisation_500_5_5_l,4atp,1e-07,1,1,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep1_acc2.csv,optimisation_500_5_5_l,4atp,1e-07,1,2,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep1_acc3.csv,optimisation_500_5_5_l,4atp,1e-07,1,3,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep1_acc4.csv,optimisation_500_5_5_l,4atp,1e-07,1,4,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep1_acc5.csv,optimisation_500_5_5_l,4atp,1e-07,1,5,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep2_acc1.csv,optimisation_500_5_5_l,4atp,1e-07,2,1,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep2_acc2.csv,optimisation_500_5_5_l,4atp,1e-07,2,2,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep2_acc3.csv,optimisation_500_5_5_l,4atp,1e-07,2,3,portable_raman,500_5_5_L,raw_unverified
data/quarantine/legacy_snapshot/Optimisation/500_5_5_L/4ATP_100nM_rep2_acc4.csv,optimisation_500_5_5_l,4atp,1e-07,2,4,portable_raman,500_5_5_L,raw_unverified
